qid,sentid,question,sentence text,label
2431,1,What is miravirsen?,the first miRNA-targeting drug Miravirsen for the treatment of hepatitis C has been successfully tested in clinical Phase II trials.,1
748,48,Which are the most common methods for gene prioritization analysis?,PINTA (available at http://www.esat.kuleuven.be/pinta/; this web site is free and open to all users and there is no login requirement) is a web resource for the prioritization of candidate genes based on the differential expression of their neighborhood in a genome-wide protein-protein interaction network,0
2442,17,Which genes belong to the AUX/IAA family of transcription repressors in plants?,"The Aux/IAA proteins are auxin-sensitive repressors that mediate diverse physiological and developmental processes in plants [1, 2].",1
2999,1,What is the percentage of individuals at risk of dominant medically actionable disease?,Our study shows that 1 in 38 healthy individuals (2.7%) has a (likely) pathogenic variant in one of 59 medically actionable dominant disease genes for which the American College of Medical Genetics and Genomics (ACMG) recommends disclosure.,1
1359,10,What is the role of TRH in hypertension?,"the encephalic renin-angiotensin system seems to be crucial in the development and/or maintenance of hypertension in SHR, we investigated the effect of antisense inhibition of TRH on that system and found that TRH antisense treatment significantly diminished the elevated diencephalic angiotensin II (Ang II) content in the SHR without any effect in control animals, suggesting that the Ang II system is involved in the TRH cardiovascular effects.",0
1516,4,Which peptide plays a pivotal role in human cystatin C fibrillization?,"This peptide was synthesized and self-assembled into amyloid-like fibrils in vitro, as electron microscopy, X-ray fiber diffraction, Attenuated Total Reflectance Fourier-Transform Spectroscopy and Congo red staining studies reveal.",1
3809,18,Which type of pluripotency is Otx2 associated with?,Induction of Otx2 causes the reorganization of acetylated Oct4 and results in the induction of the primed pluripotency gene network.,0
3981,10,Which transcription factor regulates emergency granulopoiesis?,"Upon infection, C/EBPβ was upregulated at the protein level in all the granulopoietic subpopulations.",0
1162,9,List features of the DEND syndrome.,We have verified a lack of clinical response for both glycemic control and neurological features in an infant with permanent neonatal diabetes mellitus and DEND syndrome due to a V59A mutation in the KCNJ11 gene.,0
876,5,Can fetal aneuploidy be detected with non-invasive prenatal testing?,SNP-based non-invasive prenatal testing detects sex chromosome aneuploidies with high accuracy.,0
876,44,Can fetal aneuploidy be detected with non-invasive prenatal testing?,"Maternal age alone is a poor minimum standard for prenatal screening for aneuploidy, and it should not be used a basis for recommending invasive testing when non-invasive prenatal screening for aneuploidy is available.",0
4162,2,Are somatic mutations positioned towards the nuclear periphery?,"For instance, smoking and UV-related signatures, as well as substitutions at certain motifs, were more enriched in the nuclear periphery.",1
3765,1,List the deadliest viruses in the world.,"The filoviruses, Ebola virus (EBOV) and Marburg virus (MARV), are among the deadliest viruses that cause disease in humans, with reported case fatality rates of up to 90% in some outbreaks.",1
1754,38,Could BRCA gene test used for breast and ovarian cancer risk?,"Genetic testing for BRCA genes, associated with hereditary breast-ovarian cancer risk, is an accepted cancer control strategy.",0
956,11,List programs suitable for pharmacophore modelling, pharmacophore model has been generated from the training set by means of the MOE (molecular operating environment) program.,1
3574,14,Which gene is frequently involved in autosomal dominant adult-onset demyelinating leukodystrophy (ADLD)?,"Duplication of the LMNB1 gene is the genetic cause of ADLD, yet the pathogenetic mechanism is not defined.",0
165,10,List markers for autophagy.,"the autophagy marker LC3,",0
1184,5,List the three most prevalent pathogenic species of Borrelia in Europe.,"There is limited understanding of large scale entomological risk patterns of B. miyamotoi and of Borreila burgdorferi sensu stricto (ss), the agent of Lyme disease, in western North America.",0
1213,8,Which is the major function of sororin?,"Sister chromatid cohesion, mediated by cohesin and regulated by Sororin, is essential for chromosome segregation.",1
72,13,Are transcribed ultraconserved regions involved in cancer?,"Most recent studies show that they are significantly altered in adult chronic lymphocytic leukemias, carcinomas, and pediatric neuroblastomas, leading to the hypothesis that UCRs may play a role in tumorigenesis and promising innovative future T-UCR-based therapeutic approaches",0
770,32,What is the function of the yeast protein Aft1?,Iron-responsive transcription factor Aft1 interacts with kinetochore protein Iml3 and promotes pericentromeric cohesin,0
684,0,Describe what is the advantage of using a stain free protein gel in a Western Blot experiment?,"V3 stain-free workflow for a practical, convenient, and reliable total protein loading control in western blotting.",1
1593,7,Which factors are considered in the ABCD2 score?,"ABCD2 (Age, Blood pressure, Clinical features, Duration, Diabetes) score and magnetic resonance imaging abnormalities help to identify patients at high risk of stroke.",1
3842,6,What is the reason for the abundance of operons in the genome of C. elegans?,"Recent evidence suggests that RNA polymerase is poised at the promoters of growth genes, and operons allow more efficient recovery from growth-arrested states, resulting in reduction in the need for this cache of inactive RNA polymerase.",1
1032,14,Is there association of matrix metalloproteinases with behaviour of pituitary adenomas?,It was higher in invasive macroprolactinomas (P = 0.003) when compared with noninvasive macroprolactinomas or the normal anterior pituitary gland.,0
71,4,Which human genes are more commonly related to craniosynostosis?,Syndromic craniosynostosis due to complex chromosome 5 rearrangement and MSX2 gene triplication,0
2496,9,Does prolactinoma increase osteoporosis risk?,We emphasize and highlight the importance of hyperprolactinemia and fractures caused by high prolactin levels.,0
2028,0,Which bacteria cause diphtheria?,Corynebacterium ulcerans is a zoonotic pathogen that can produce diphtheria toxin and causes an illness categorized as diphtheria in the European Union because its clinical appearance is similar to that of diphtheria caused by Corynebacterium diphtheriae.,0
2949,3,What is the mechanism of action of cemiplimab?,The FDA greenlighted the PD-1 inhibitor cemiplimab to treat patients with metastatic or locally advanced cutaneous squamous cell carcinoma who are not candidates for surgery or radiation.,1
2272,20,What is the origin of XUT transcripts in yeast?,We propose that NMD buffers genome expression by discarding pervasive regulatory transcripts.,0
3770,12,Describe the mechanism of action of pitolisant.,"rug, pitolisant, acts as an inverse agonist/antagonist at the H3 receptor, thus increasing histaminergic tone in the wake promoting system of the brain.",1
140,115,In which proteins is the chromodomain present?,"Here we report that the chromodomain-containing protein CDYL specifically recognizes di- and tri-methylated H3K27 (H3K27me2 and H3K27me3) and directly interacts with EZH2, the catalytic subunit of PRC2.",0
686,3,Which enzyme is inhibited by a drug fostamatinib?,"Fostamatinib, a Syk-kinase inhibitor, does not affect methotrexate pharmacokinetics in patients with rheumatoid arthritis.",0
643,16,In what type(s) of plant organelles we can detect prolamellar bodies?,The highest specific activity of the enzyme in etiolated leaf tissue was confirmed to be in the fraction of prolamellar bodies.,0
1443,10,What are the reported adverse effects of topical minoxidil?,Patients suffering from allergic contact dermatitis may benefit from patch testing to determine the causative allergen.,0
3981,39,Which transcription factor regulates emergency granulopoiesis?,"RORC1 orchestrates myelopoiesis by suppressing negative (Socs3 and Bcl3) and promoting positive (C/EBPβ) regulators of granulopoiesis, as well as the key transcriptional mediators of myeloid progenitor commitment and differentiation to the monocytic/macrophage lineage (IRF8 and PU.1).",0
1759,0,"What is FFI, fatal familial insomnia",Fatal familial insomnia is a rare disease caused by a D178N mutation in combination with methionine (Met) at codon 129 in the mutated allele of PRNP (D178N-129M haplotype).,1
2082,7,Andexanet Alfa is an antidote of which clotting factor inhibitors?,"In Phase III trials in healthy volunteers, andexanet alfa reduced anti-FXa activity by more than 90%, reduced the concentration of unbound direct FXa inhibitor, and inhibited thrombin generation.",0
2322,0,Which drugs were tested in the KEYNOTE-006 study?,The model used Kaplan-Meier estimates of progression-free survival and overall survival from a recent randomized phase 3 study (KEYNOTE-006) that compared pembrolizumab and ipilimumab.,0
1301,57,Which drug should be used as an antidote in benzodiazepine overdose?,"In intensive care medicine, the antagonist may be used in the treatment of benzodiazepine overdose as well as in the differential diagnosis of a coma of unknown origin.",1
2894,4,What is ferroptosis?,Ferroptosis is a form of oxidative cell death and has become a chemotherapeutic target for cancer treatment,1
3324,0,Which domain of the MOZ/MYST3 protein complex associates with histone H3?,"In conclusion, our data show that Moz regulates H3K9 acetylation at Hox gene loci and that RA can act independently of Moz to establish specific Hox gene expression boundaries.",1
1199,19,What is the disorder in which mutations in U4atac snRNA are detected?,"In this report, we establish a mechanistic basis for MOPD I disease and show that the inefficient splicing of genes containing U12-dependent introns in patient cells is due to defects in minor tri-snRNP formation, and the MOPD I-associated RNU4ATAC mutations can affect multiple facets of minor snRNA function",0
1931,34,What are Septins?, Septins are members of a conserved family of GTPases found in organisms as diverse as budding yeast and mammal,0
748,0,Which are the most common methods for gene prioritization analysis?,We developed a new network inference algorithm called the Knowledge Network Gene Prioritization (KNGP) algorithm which can incorporate both link and node knowledge,1
2976,0,What is the role of the Mcm2-Ctf4-Polα axis?,The Mcm2-Ctf4-Polα Axis Facilitates Parental Histone H3-H4 Transfer to Lagging Strands.,1
1376,5,Which are the enzymes involved in the control of tubulin acetylation?,"Moreover, acetylation of α-tubulin is under the control of the acetyltransferase MEC-17 and deacetylases SIRT2 (Sirtuin 2) and HDAC6 (histone deacetylase 6).",1
43,11,What is evaluated using the EORTC QLQ – INFO25 questionnaire?,The EORTC QLQ-INFO25 was used to evaluate the perceived level of and satisfaction with information.,1
892,16,List diseases where protein citrullination plays an important role.,This study suggests that accumulated citrullinated proteins and abnormal activation of PAD2 may function in the pathogenesis of prion diseases and serve as potential therapeutic targets.,0
3381,1,"Before 2019, what neurologic diseases are associated with the tau protein?",The hypothetical roles of arsenic in multiple sclerosis by induction of inflammation and aggregation of tau protein: A commentary,1
1399,6,What causes erucism?,Erucism is defined as urtication by Lepidoptera larvae.,1
1161,2,How does ranolazine affect kinase signaling activation in the heart?,Such changes were related to enhanced Ca(2+)/calmodulin kinase II (CaMKII) activity and increased phosphorylation of its targets.,1
1869,4,Which is the enzymatic activity of OTULIN?,"Two of them, OTULIN and CYLD,",0
3689,2,Which receptor is modulated with Siponimod?,Sphingosine 1-phosphate (S1P1 ) modulators provide an emerging therapeutic approach for various autoimmune disorders such as multiple sclerosis and psoriasis.,0
4227,58,What conditions are diagnosed using the scratch collapse test?,odiagnostic testing.,0
2891,4,What is the aim of the METABRIC project?,"Towards the development of robust strategies, we designed an iterative approach to consistently discriminate intrinsic subtypes and improve class prediction in the METABRIC dataset",0
3699,4,What is the use of erenumab?,"Conclusions As a preventive treatment of episodic migraine, erenumab at a dosage of 70 mg monthly significantly reduced migraine frequency and acute migraine-specific medication use.",0
4003,0,What is Hikikomori syndrome?," Hikikomori, from the Japanese words 'hiku' (to pull) and 'komoru' (to withdraw), is a clinical condition in which a subject locks himself/herself into his/her own house for more than 6 months.",1
1250,10,Against which organisms has reverse vaccinology been used?,"Ehrlichia ruminantium is an obligate intracellular bacterial pathogen which causes heartwater, a serious tick-borne disease of ruminants throughout sub-Saharan Africa",0
1916,14,What is Bexsero?,"Proteinaceous meningococcal B vaccines are under development, and the most advanced, Bexsero, is currently being evaluated by the European Medicines Agency.",0
4056,31,What is the target of adalimumab?,Adalimumab is a human monoclonal antibody which targets tumor necrosis factor (TNF)-alpha.,1
3051,2,What is the function of Taraxasterol  in rheumatoid arthritis?,These observations indicate that the protective effect of taraxasterol against rheumatoid arthritis is mediated via the modulation of inflammatory responses in mice.,1
114,11,Do archaeal genomes contain one or multiple origins of replication?,"We have used a combination of genetic, biochemical, and bioinformatic approaches to map DNA replication origins in H. volcanii.",0
1910,20,Could plasmepsins be used as targets for developing anti-malaria drugs?,"As inhibition of plasmepsins leads to the parasite's death, these enzymes can be utilized as potential drug targets.",0
2890,6,Which microRNA is the mediator of the obesity phenotype of patients carrying 1p21.3 microdeletions?,CONCLUSIONS This study showed that dosage effects of MIR137 are associated with 1p21.3 microdeletions and may therefore contribute to the ID phenotype in patients with deletions harbouring this miRNA.,0
261,9,Which enzyme deficiency can cause GM1 gangliosidoses?,"The lymphocytes, transformed lymphocytes and cultured skin fibroblasts of the patient were demonstrated to have severe beta-D-galactosidase deficiency",0
3039,6,Cerliponase alfa is apprived for treatment of which disease?,"CLN2 is characterised by progressive impairment of motor function, language deficiencies, seizures, ataxia, blindness and early death, and intracerebroventricular infusion of cerliponase alfa has been shown to reduce the progression of functional decline.",0
1747,47,Willis-Ekbom disease is also known as?,Willis-Ekbom Disease or Restless Legs Syndrome?,0
2478,8,Is there an association between Klinefelter syndrome and breast cancer?,"Patients with 47, XXY karyotype (Klinefelter syndrome) appear to have increased risk of developing cancer, especially male breast cancer, germ cell tumours and non Hodgkin lymphomas, but rarely acute myeloid leukaemia.",1
1110,18,Describe Malgaigne fracture.,"This problem was first described by Malgaigne in 1857 in his classic article on double vertical fractures of the pelvis, in which he described a 34-year-old woman with a pelvic fracture who subsequently died during childbirth",0
3014,13,"Erenumab, used to treat migraine headaches, binds to what protein?","CGRP receptor antagonists such as ubrogepant are effective for acute relief of migraine headache, whereas monoclonal antibodies against CGRP (eptinezumab, fremanezumab and galcanezumab) or the CGRP receptor (erenumab) effectively prevent migraine attacks.",1
1110,20,Describe Malgaigne fracture.,Another less frequently reported complication of pelvic fractures is the potential association with pregnancy and subsequent childbirth.,0
1397,0,Which drugs are included in TAS-102?,"PURPOSE: Trifluridine (TFT) is an antitumor component of a novel nucleoside antitumor agent, TAS-102, which consists of TFT and tipiracil hydrochloride (thymidine phosphorylase inhibitor).",1
1675,28,List inhibtors targeting the mitochondrial permeability transition pore.,Bradykinin prevents reperfusion injury by targeting mitochondrial permeability transition pore through glycogen synthase kinase 3beta.,0
1161,3,How does ranolazine affect kinase signaling activation in the heart?,"Ranolazine at therapeutic concentrations partially reversed the HCM-related cellular abnormalities via I(NaL) inhibition, with negligible effects in controls.",0
4068,11,What are the two types of duplicated genes in the yeast S. cerevisiae?,iae genome.,0
3321,41,Is there a vaccine for rotavirus?,Rotarix significantly reduced rotavirus gastroenteritis episodes and rotavirus-related hospitalizations in vaccinated infants compared with placebo recipients (P < 0.05).,0
3788,12,Is Semagacestat effective for Alzheimer's Disease?,Recently disclosed Phase III findings on semagacestat indicated that Alzheimer's disease (AD) patients on this drug showed significantly worsened cognitive function compared to those treated with placebo.,0
157,20,Which mutations of phopspholamban have been found in patients with cardiomyopathy?,The genetic analysis was focused on R9C mutation with the ability to block PLN phosphorylation leading to chronic inhibition of SERCA2a activity.,0
1909,10,What is the target of tanezumab?,"In preclinical studies, tanezumab, and its murine precursor muMab-911, effectively targeted the NGF pathway in various chronic and inflammatory pain models.",0
1220,21,Which disease is treated with Eliglustat?,"However, the extended use of eliglustat and related compounds for the treatment of glycosphingolipid storage diseases with CNS manifestations is limited by the lack of brain penetration of this drug.",0
880,24,What is known about maternal smoking and brain tumor risk?,No association was found between the risk of CBTs and maternal or paternal smoking before pregnancy and there was no association between CBTs and maternal smoking during pregnancy [odds ratio (OR) = 0.98; 95% confidence interval (CI) = 0.72-1.3].,1
2906,0,What is the function of Plasminogen activator inhibitor 1?,Plasminogen activator inhibitor-1 (PAI-1) is an important physiological inhibitor of tissue-type plasminogen activator (tPA) and plays a critical role in fibrinolysis.,1
1347,14,Is the protein product of the cylindromatosis gene (CYLD) a deubiquitinating enzyme?,Loss of the deubiquitinating activity of CYLD is correlated with tumorigenesis.,0
2201,14,What is the role of DNA Repair Cofactors ATMIN and NBS1?,DNA Repair Cofactors ATMIN and NBS1 Are Required to Suppress T Cell Activation.,0
4153,1,Which drugs are included in the MAID chemotherapy regimen for sarcoma?,"PATIENTS AND METHODS: Advanced STS patients aged 18-65 years received four courses of standard mesna, adryamycin, ifosfamide and dacarbazine (MAID) treatment.",0
1001,41,Which type of cell death is known as anoikis?,"As a barrier to metastasis, cells normally undergo an apoptotic process known as ""anoikis,"" a form of cell death due to loss of contact with the extracellular matrix or neighboring cells",0
2169,4,Which class of genes are mutated in Diamond Blackfan Anemia patients?,A transgenic mouse model demonstrates a dominant negative effect of a point mutation in the RPS19 gene associated with Diamond-Blackfan anemia,0
422,10,How effective is the dentritic cells treatment on cancer?,"Notoriously in patients with severe anal intraepithelial neoplasia, the density of CD1a+ epithelial dendritic cells was influenced by the viral load of HIV-1.",0
4119,44,Can propofol cause green urine?,A,0
1026,0,Which is the neurodevelopmental disorder associated to mutations in the X- linked gene mecp2?,Rett syndrome is caused by mutations in the gene coding for methyl CpG-binding protein 2 (MeCP2).,1
1865,27,Is adalimumab effective for hidradenitis suppurativa?,Effective long-term control of refractory hidradenitis suppurativa with adalimumab after failure of conventional therapy.,0
1282,2,How does Rif1 regulate DNA replication?,"In contrast, human Rif1 did not accumulate at functional telomeres, but localized to dysfunctional telomeres and to telomeric DNA clusters in ALT cells, a pattern of telomere association typical of DNA-damage-response factors.",0
1654,10,What is the function of the MTH1 enzyme in cancer cells?,"These results indicate that all three of the human MTH1, MTH2, and NUDT5 proteins act as a defense against the mutagenesis induced by oxidized dGTP.",1
3249,0,Which receptor is inhibited by bimagrumab?,Bimagrumab is a human anti-ActRII antibody which was found to increase muscle mass and function by blocking ActRII signaling,0
2737,11,Please list 7 classes of drugs that interact with Warfarin.,"As the number of psychotropics on the market expands, the likelihood increases that a patient requiring anticoagulation with warfarin will receive concurrent treatment with a psychotropic drug.",0
2373,12,What is the mechanism of the auxin-inducible degron system?,"To this end, a degradation system was developed in yeast exploiting TIR1, a plant F box protein, which can recruit proteins with an auxin-inducible degron to an E3 ubiquitin ligase complex, but only in the presence of the phytohormone auxin.",0
1279,15,Which could be some of the possible causes of hypersomnia?,One of the leading causes of hypersomnia is sleep apnea.,0
4119,27,Can propofol cause green urine?,"An uncommon adverse effect of propofol is green discoloration of the urine, which has been reported not only under general anesthesia but also with",0
1628,44,Which receptors can be evaluated with the [18F]altanserin?,This controlled cross-over PET study aimed to identify brain regions with WM-induced changes in the binding potential (BP(nd)) of the 5-HT2aR antagonist [(18)F]altanserin,0
1110,0,Describe Malgaigne fracture.,"Fractures of the transverse processes in the lumbar vertebrae occur as the result of major forces such as direct blunt trauma, violent lateral flexion-extension forces, avulsion of the psoas muscle, or Malgaigne fractures of the pelvis.",0
1350,15,"Which are the bioinformatics tools for gene structure prediction?
",Software to generate training data and parameterizations for Bayesian splice site models is available at http://gremlin1.gdcb.iastate.edu/~volker/SB05B/BSSM4GSQ/,0
1852,10,Which ApoE isoform is associated with hyperlipoproteinemia?,Type III hyperlipoproteinemia typically is associated with homozygosity for apolipoprotein (apo) E2(Arg158----Cys).,0
1674,13,Has field-programmable gate array (FPGA) technology been used to solve sequence alignment problems?,This results in an implementation of ClustalW with significant runtime savings on a standard off-the-shelf FPGA.,0
842,6,Which is the most common genetic lesion among patients with Joubert Syndrome and a cerebello-oculo-renal phenotype?,Joubert syndrome (JBTS) is an inherited ciliopathy giving rise to NPHP with cerebellar vermis aplasia and retinal degeneration.,0
1145,21,Could RG7112 be used as cancer therapy?,"Thus, inhibitors of p53-MDM2 binding that can reactivate p53 in cancer cells may offer an effective approach for cancer therapy.",0
1506,8,Is cancer related to global DNA hypo or hypermethylation?,DNA hypomethylation arises later in prostate cancer progression than CpG island hypermethylation,0
2028,30,Which bacteria cause diphtheria?,A possible biological mechanism for a diphtheria effect on hearing ability exists: The toxin produced by the Corynebacterium diphtheriae bacteria can cause damage to cranial nerves and therefore may affect the auditory neural pathway.,0
991,48,What is the role of venous angioplasty in multiple sclerosis?,"The angiographic and hemodynamic improvement was associated with improvement in symptomatology, most particularly in cognitive and constitutional symptoms that may be related to cerebrovenous flow.",0
2063,57,Is Melioidosis caused by the bacterium Burkholderia pseudomallei?,Melioidosis is a frequently fatal infectious disease caused by the soil dwelling Gram-negative bacterium Burkholderia pseudomallei.,0
1593,6,Which factors are considered in the ABCD2 score?,"BACKGROUND: Modifications to the age, blood pressure, clinical symptoms, duration of symptoms, and diabetes (ABCD2) score, which incorporate history of hypertension and acute hyperglycemia in addition to acute blood pressure (BP) elevation and history of diabetes, have been proposed to increase the predictive value of the score.",0
184,7,How could we infer functional associations from gene fusion events?,"While phylogenomic profiles remain the central focus of Phydbac2, it now integrates chromosomal proximity and gene fusion analyses as two additional non-similarity-based indicators for inferring pairwise gene functional relationships.",0
1767,3,Elaborate on the role of CARMEN in cardiac specification.,"Interestingly, CARMEN interacts with SUZ12 and EZH2, two components of the polycomb repressive complex 2 (PRC2).",1
2920,2,What is the mechanism of action of Alpelisib?,Purpose: We describe herein a novel P447_L455 deletion in the C2 domain of PIK3CA in a patient with an ER+ breast cancer with an excellent response to the PI3Kα inhibitor alpelisib.,0
2623,12,Which algorithms are used for compression of SAM files?,"Naturally, it demands efficient storage and transfer of this huge amount of data.",0
1864,5,What is the role of the constitutive photomorphogenesis 9 signalosome (CSN)?,COP9 plays a role in plant innate immunity.,0
656,10,What symptoms characterize the Muenke syndrome?,"Bilateral coronal synostosis typically results in brachycephaly (broad skull), although turribrachycephaly (a ""tower-shaped"" skull) or a cloverleaf skull can be observed.",0
596,19,Which diseases are caused by mutations in Calsequestrin 2 (CASQ2) gene?,"Mutations of two myocardial calcium signaling molecules, ryanodine receptor 2 (RYR2) and calsequestrin 2 (CASQ2), may cause catecholaminergic polymorphic ventricular tachycardia (CPVT), a severe inherited arrhythmic disease manifesting with salvoes of exercise-induced bidirectional and polymorphic tachycardias.",0
2239,10,Which markers are screened with the triple test for the detection of syndromes in fetus?,"A decision analytic model was designed for women at increased risk for a DS fetus due to either advanced maternal age (AMA) or a positive expanded maternal serum alpha fetoprotein (MSAFP) screening test, also known as a triple screen (+triple) test.",0
3561,5,Is Niraparib effective for ovarian cancer?,"Niraparib is a poly adenosine diphosphate ribose polymerase inhibitor that has shown to be clinically effective as maintenance therapy in patients with platinum sensitive, recurrent ovarian cancer.",0
2476,24,Can canagliflozin cause euglycemic diabetic ketoacidosis?,SGLT2 inhibitors such as canagliflozin may predispose patients not only to diabetic ketoacidosis but also to prolonged glucosuria.,0
2539,2,What is the aim of the 4D nucleome project?,"Validated experimental technologies will be combined with biophysical approaches to generate quantitative models of spatial genome organization in different biological states, both in cell populations and in single cells.",1
16,18,Which are the Yamanaka factors?,"Yamanaka factors (Oct3/4, Sox2, Klf4, c-Myc) are highly expressed in embryonic stem (ES) cells, and their over-expression can induce pluripotency in both mouse and human somatic cells, indicating that these factors regulate the developmental signaling network necessary for ES cell pluripotency",0
3730,3,Describe Brain Radiation Information Data Exchange (BRIDE) approach,"It deploys a hybrid, distributed solution using both local storage and cloud technology.CONCLUSIONS: BRIDE can act as a knowledge broker for LDIR researchers, to facilitate molecular research on the systems biology of LDIR response in mammals.",1
1889,38,What is the function of the Indian hedgehog protein in chondrocytes?,Indian hedgehog signals independently of PTHrP to promote chondrocyte hypertrophy.,0
1508,22,What is known about efficacy of the high dose intravenous ascorbate in the treatment of cancer patients?,These data suggest that ascorbic acid may have benefits for patients with mesothelioma.,0
1791,6,Which diseases are involved in the severe cutaneous reactions (SCAR) spectrum?,"Drug eruptions range from transient erythema to the life threatening severe cutaneous adverse reactions (SCAR) that encompass Stevens-Johnson syndrome (SJS), toxic epidermal necrolysis (TEN), acute generalized exanthematous pustulosis (AGEP) and drug reaction with eosinophilia and systemic symptoms complex (DRESS).To study the clinical and epidemiological aspects of cutaneous adverse drug reactions (CADR).Ethical clearance was obtained from the institutional ethics committee",0
602,3,Which are the Atg8 homologs in human?,"Stbd1 has been reported to interact with a known autophagy protein, GABARAPL1, a member of the Atg8 family.",1
634,11,Could Arimidex (anastrozole) cause hot flashes?,Incidences of prespecified adverse events (AEs) were similar.,0
438,7,Which medical diagnostic tests are used to test kidney function?,"Serum creatinine, blood urea nitrogen, cystatin C, and estimated GFR (eGFR), based on serum creatinine have failed to replace mGFR.",1
3099,2,List features of the DOOR syndrome.,We present the case of a 9-year-old boy with DOOR syndrome recognized in the first year of his life because of a delayed development of speech.,0
1644,51,Is Calcium/Calmodulin dependent protein kinase II (CaMKII) involved in cardiac arrhythmias and heart failure?,"CaMKII targets numerous proteins involved in excitation-contraction coupling and excitability, and its activation may simultaneously contribute to heart failure and cardiac arrhythmias.",1
1204,8,List the different subtypes of thyroid cancer.,Papillary thyroid carcinoma is the most common type of thyroid malignancy,1
29,0,What is the structural fold of bromodomain proteins?,These new studies also support the notion that functional diversity of a conserved bromodomain structural fold is achieved by evolutionary changes of structurally flexible amino-acid sequences in the ligand binding site such as the ZA and BC loops.,0
3644,3,What is Nextflow?,"We used RNA-Seq quantification, genome annotation and phylogeny reconstruction examples to show how two seemingly irreproducible analyzes can be made stable across platforms when ported into Nextflow.",0
2042,13,What is the function of BAX,Bax and Bak (Bax/Bak) are essential pro-apoptotic proteins of the Bcl-2 family that trigger mitochondrial outer membrane permeabilization (MOMP) in a Bcl-2/Bcl-xL-inhibitable manner.,0
3894,10,Please list the syndromes that are part of Castleman's disease AKA TAFRO,"Recently, a unique clinicopathologic variant of multicentric Castleman disease, TAFRO (i.e.",0
549,12,What are the effects of ILK ablation?,Here we show that targeted ablation of the integrin-linked kinase (ILK) expression results in spontaneous cardiomyopathy and heart failure by 6 wk of age.,1
